Date,Time,GHI_clear,GHI
8/20,9,0,0
8/20,10,0,0
8/20,11,0,0
8/20,12,0,0
8/20,13,0,0
8/20,14,93,93
8/20,15,299,299
8/20,16,514,514
8/20,17,705,700
8/20,18,836,836
8/20,19,926,906
8/20,20,952,918
8/20,21,917,851
8/20,22,819,743
8/20,23,667,617
8/21,0,475,471
8/21,1,264,258
8/21,2,70,65
8/21,3,0,0
8/21,4,0,0
8/21,5,0,0
8/21,6,0,0
8/21,7,0,0
8/21,8,0,0
8/21,9,0,0
8/21,10,0,0
8/21,11,0,0
8/21,12,0,0
8/21,13,0,0
8/21,14,87,87
8/21,15,288,288
8/21,16,501,501
8/21,17,690,690
8/21,18,838,838
8/21,19,931,931
8/21,20,961,961
8/21,21,925,925
8/21,22,828,828
8/21,23,677,677
8/22,0,485,485
8/22,1,272,272
8/22,2,73,73
8/22,3,0,0
8/22,4,0,0
8/22,5,0,0
8/22,6,0,0
8/22,7,0,0
8/22,8,0,0
8/22,9,0,0
8/22,10,0,0
8/22,11,0,0
8/22,12,0,0
8/22,13,0,0
8/22,14,88,88
8/22,15,292,292
8/22,16,506,506
8/22,17,697,697
8/22,18,841,841
8/22,19,933,933
8/22,20,963,963
8/22,21,928,928
8/22,22,830,830
8/22,23,678,678
8/23,0,484,484
8/23,1,270,270
8/23,2,70,70
8/23,3,0,0
8/23,4,0,0
8/23,5,0,0
8/23,6,0,0
8/23,7,0,0
8/23,8,0,0
8/23,9,0,0
8/23,10,0,0
8/23,11,0,0
8/23,12,0,0
8/23,13,0,0
8/23,14,88,88
8/23,15,296,296
8/23,16,513,513
8/23,17,706,706
8/23,18,853,853
8/23,19,947,947
8/23,20,977,977
8/23,21,942,942
8/23,22,842,842
8/23,23,687,687
8/24,0,490,490
8/24,1,272,272
8/24,2,68,68
8/24,3,0,0
8/24,4,0,0
8/24,5,0,0
8/24,6,0,0
8/24,7,0,0
8/24,8,0,0
8/24,9,0,0
8/24,10,0,0
8/24,11,0,0
8/24,12,0,0
8/24,13,0,0
8/24,14,83,83
8/24,15,287,282
8/24,16,503,497
8/24,17,695,695
8/24,18,849,849
8/24,19,943,941
8/24,20,970,922
8/24,21,930,927
8/24,22,828,823
8/24,23,670,654
8/25,0,473,472
8/25,1,256,253
8/25,2,60,54
8/25,3,0,0
8/25,4,0,0
8/25,5,0,0
8/25,6,0,0
8/25,7,0,0
8/25,8,0,0
8/25,9,0,0
8/25,10,0,0
8/25,11,0,0
8/25,12,0,0
8/25,13,0,0
8/25,14,79,79
8/25,15,282,282
8/25,16,498,498
8/25,17,691,669
8/25,18,839,839
8/25,19,931,931
8/25,20,959,959
8/25,21,921,921
8/25,22,819,819
8/25,23,662,662
8/26,0,465,465
8/26,1,249,249
8/26,2,55,55
8/26,3,0,0
8/26,4,0,0
8/26,5,0,0
8/26,6,0,0
8/26,7,0,0
8/26,8,0,0
8/26,9,0,0
8/26,10,0,0
8/26,11,0,0
8/26,12,0,0
8/26,13,0,0
8/26,14,75,75
8/26,15,276,276
8/26,16,494,494
8/26,17,691,691
8/26,18,850,850
8/26,19,946,946
8/26,20,977,977
8/26,21,936,936
8/26,22,834,834
8/26,23,677,677
8/27,0,479,479
8/27,1,260,257
8/27,2,59,59
8/27,3,0,0
8/27,4,0,0
8/27,5,0,0
8/27,6,0,0
8/27,7,0,0
8/27,8,0,0
8/27,9,0,0
8/27,10,0,0
8/27,11,0,0
8/27,12,0,0
8/27,13,0,0
8/27,14,86,86
8/27,15,302,302
8/27,16,526,526
8/27,17,720,720
8/27,18,856,856
8/27,19,946,946
8/27,20,972,972
8/27,21,935,935
8/27,22,832,815
8/27,23,675,669
8/28,0,477,477
8/28,1,258,258
8/28,2,56,56
8/28,3,0,0
8/28,4,0,0
8/28,5,0,0
8/28,6,0,0
8/28,7,0,0
8/28,8,0,0
8/28,9,0,0
8/28,10,0,0
8/28,11,0,0
8/28,12,0,0
8/28,13,0,0
8/28,14,78,48
8/28,15,285,207
8/28,16,502,386
8/28,17,696,667
8/28,18,845,845
8/28,19,939,939
8/28,20,966,966
8/28,21,927,927
8/28,22,824,824
8/28,23,666,666
8/29,0,467,465
8/29,1,248,238
8/29,2,51,43
8/29,3,0,0
8/29,4,0,0
8/29,5,0,0
8/29,6,0,0
8/29,7,0,0
8/29,8,0,0
8/29,9,0,0
8/29,10,0,0
8/29,11,0,0
8/29,12,0,0
8/29,13,0,0
8/29,14,77,70
8/29,15,282,258
8/29,16,496,452
8/29,17,687,687
8/29,18,832,832
8/29,19,926,926
8/29,20,956,956
8/29,21,918,918
8/29,22,818,818
8/29,23,662,662
8/30,0,464,464
8/30,1,247,247
8/30,2,50,50
8/30,3,0,0
8/30,4,0,0
8/30,5,0,0
8/30,6,0,0
8/30,7,0,0
8/30,8,0,0
8/30,9,0,0
8/30,10,0,0
8/30,11,0,0
8/30,12,0,0
8/30,13,0,0
8/30,14,77,77
8/30,15,285,285
8/30,16,503,503
8/30,17,697,697
8/30,18,846,707
8/30,19,942,940
8/30,20,972,972
8/30,21,932,878
8/30,22,829,533
8/30,23,667,466
8/31,0,464,430
8/31,1,242,178
8/31,2,46,36
8/31,3,0,0
8/31,4,0,0
8/31,5,0,0
8/31,6,0,0
8/31,7,0,0
8/31,8,0,0
8/31,9,0,0
8/31,10,0,0
8/31,11,0,0
8/31,12,0,0
8/31,13,0,0
8/31,14,75,75
8/31,15,285,285
8/31,16,506,506
8/31,17,703,703
8/31,18,849,849
8/31,19,944,944
8/31,20,972,972
8/31,21,932,932
8/31,22,826,826
8/31,23,665,665
9/1,0,464,464
9/1,1,243,240
9/1,2,43,43
9/1,3,0,0
9/1,4,0,0
9/1,5,0,0
9/1,6,0,0
9/1,7,0,0
9/1,8,0,0
9/1,9,0,0
9/1,10,0,0
9/1,11,0,0
9/1,12,0,0
9/1,13,0,0
9/1,14,69,69
9/1,15,274,267
9/1,16,491,491
9/1,17,685,685
9/1,18,833,833
9/1,19,925,925
9/1,20,951,951
9/1,21,911,911
9/1,22,806,806
9/1,23,647,647
9/2,0,447,447
9/2,1,228,228
9/2,2,37,34
9/2,3,0,0
9/2,4,0,0
9/2,5,0,0
9/2,6,0,0
9/2,7,0,0
9/2,8,0,0
9/2,9,0,0
9/2,10,0,0
9/2,11,0,0
9/2,12,0,0
9/2,13,0,0
9/2,14,63,63
9/2,15,261,261
9/2,16,477,477
9/2,17,669,669
9/2,18,826,826
9/2,19,915,915
9/2,20,940,940
9/2,21,898,898
9/2,22,791,791
9/2,23,631,631
9/3,0,431,431
9/3,1,215,215
9/3,2,32,32
9/3,3,0,0
9/3,4,0,0
9/3,5,0,0
9/3,6,0,0
9/3,7,0,0
9/3,8,0,0
9/3,9,0,0
9/3,10,0,0
9/3,11,0,0
9/3,12,0,0
9/3,13,0,0
9/3,14,60,60
9/3,15,255,255
9/3,16,468,468
9/3,17,657,657
9/3,18,805,805
9/3,19,894,894
9/3,20,917,917
9/3,21,875,875
9/3,22,769,769
9/3,23,609,609
9/4,0,413,413
9/4,1,202,201
9/4,2,28,28
9/4,3,0,0
9/4,4,0,0
9/4,5,0,0
9/4,6,0,0
9/4,7,0,0
9/4,8,0,0
9/4,9,0,0
9/4,10,0,0
9/4,11,0,0
9/4,12,0,0
9/4,13,0,0
9/4,14,60,60
9/4,15,257,257
9/4,16,471,471
9/4,17,661,661
9/4,18,810,810
9/4,19,900,900
9/4,20,923,923
9/4,21,880,880
9/4,22,775,775
9/4,23,617,617
9/5,0,420,420
9/5,1,206,206
9/5,2,26,26
9/5,3,0,0
9/5,4,0,0
9/5,5,0,0
9/5,6,0,0
9/5,7,0,0
9/5,8,0,0
9/5,9,0,0
9/5,10,0,0
9/5,11,0,0
9/5,12,0,0
9/5,13,0,0
9/5,14,59,59
9/5,15,256,256
9/5,16,470,470
9/5,17,660,660
9/5,18,810,810
9/5,19,899,899
9/5,20,924,924
9/5,21,881,881
9/5,22,775,775
9/5,23,616,616
9/6,0,417,417
9/6,1,202,202
9/6,2,24,24
9/6,3,0,0
9/6,4,0,0
9/6,5,0,0
9/6,6,0,0
9/6,7,0,0
9/6,8,0,0
9/6,9,0,0
9/6,10,0,0
9/6,11,0,0
9/6,12,0,0
9/6,13,0,0
9/6,14,58,58
9/6,15,256,256
9/6,16,471,471
9/6,17,664,664
9/6,18,816,816
9/6,19,907,907
9/6,20,935,935
9/6,21,894,894
9/6,22,788,788
9/6,23,626,626
9/7,0,425,425
9/7,1,205,205
9/7,2,24,24
9/7,3,0,0
9/7,4,0,0
9/7,5,0,0
9/7,6,0,0
9/7,7,0,0
9/7,8,0,0
9/7,9,0,0
9/7,10,0,0
9/7,11,0,0
9/7,12,0,0
9/7,13,0,0
9/7,14,59,59
9/7,15,258,258
9/7,16,473,473
9/7,17,664,664
9/7,18,810,810
9/7,19,901,901
9/7,20,926,926
9/7,21,887,887
9/7,22,782,782
9/7,23,621,621
9/8,0,420,420
9/8,1,202,202
9/8,2,20,20
9/8,3,0,0
9/8,4,0,0
9/8,5,0,0
9/8,6,0,0
9/8,7,0,0
9/8,8,0,0
9/8,9,0,0
9/8,10,0,0
9/8,11,0,0
9/8,12,0,0
9/8,13,0,0
9/8,14,61,61
9/8,15,267,267
9/8,16,487,487
9/8,17,683,683
9/8,18,829,829
9/8,19,920,920
9/8,20,946,946
9/8,21,904,904
9/8,22,796,796
9/8,23,632,632
9/9,0,427,427
9/9,1,204,204
9/9,2,20,20
9/9,3,0,0
9/9,4,0,0
9/9,5,0,0
9/9,6,0,0
9/9,7,0,0
9/9,8,0,0
9/9,9,0,0
9/9,10,0,0
9/9,11,0,0
9/9,12,0,0
9/9,13,0,0
9/9,14,60,60
9/9,15,268,268
9/9,16,489,489
9/9,17,682,682
9/9,18,832,832
9/9,19,922,922
9/9,20,945,945
9/9,21,899,899
9/9,22,790,790
9/9,23,626,626
9/10,0,422,422
9/10,1,200,200
9/10,2,18,18
9/10,3,0,0
9/10,4,0,0
9/10,5,0,0
9/10,6,0,0
9/10,7,0,0
9/10,8,0,0
9/10,9,0,0
9/10,10,0,0
9/10,11,0,0
9/10,12,0,0
9/10,13,0,0
9/10,14,60,60
9/10,15,270,270
9/10,16,494,494
9/10,17,691,691
9/10,18,836,836
9/10,19,925,925
9/10,20,947,947
9/10,21,901,901
9/10,22,790,790
9/10,23,623,623
9/11,0,417,417
9/11,1,194,194
9/11,2,16,16
9/11,3,0,0
9/11,4,0,0
9/11,5,0,0
9/11,6,0,0
9/11,7,0,0
9/11,8,0,0
9/11,9,0,0
9/11,10,0,0
9/11,11,0,0
9/11,12,0,0
9/11,13,0,0
9/11,14,54,54
9/11,15,259,259
9/11,16,482,482
9/11,17,679,679
9/11,18,829,829
9/11,19,920,920
9/11,20,943,943
9/11,21,897,897
9/11,22,787,787
9/11,23,620,620
9/12,0,413,413
9/12,1,190,190
9/12,2,13,13
9/12,3,0,0
9/12,4,0,0
9/12,5,0,0
9/12,6,0,0
9/12,7,0,0
9/12,8,0,0
9/12,9,0,0
9/12,10,0,0
9/12,11,0,0
9/12,12,0,0
9/12,13,0,0
9/12,14,53,53
9/12,15,256,256
9/12,16,478,478
9/12,17,674,674
9/12,18,823,823
9/12,19,913,913
9/12,20,936,936
9/12,21,889,889
9/12,22,777,777
9/12,23,611,611
9/13,0,406,406
9/13,1,184,184
9/13,2,12,12
9/13,3,0,0
9/13,4,0,0
9/13,5,0,0
9/13,6,0,0
9/13,7,0,0
9/13,8,0,0
9/13,9,0,0
9/13,10,0,0
9/13,11,0,0
9/13,12,0,0
9/13,13,0,0
9/13,14,54,54
9/13,15,261,261
9/13,16,482,482
9/13,17,677,677
9/13,18,826,826
9/13,19,917,917
9/13,20,940,940
9/13,21,892,892
9/13,22,781,781
9/13,23,616,616
9/14,0,409,409
9/14,1,185,185
9/14,2,11,11
9/14,3,0,0
9/14,4,0,0
9/14,5,0,0
9/14,6,0,0
9/14,7,0,0
9/14,8,0,0
9/14,9,0,0
9/14,10,0,0
9/14,11,0,0
9/14,12,0,0
9/14,13,0,0
9/14,14,52,52
9/14,15,255,255
9/14,16,473,473
9/14,17,664,664
9/14,18,808,808
9/14,19,894,894
9/14,20,916,916
9/14,21,868,868
9/14,22,760,760
9/14,23,596,596
9/15,0,393,393
9/15,1,174,174
9/15,2,8,8
9/15,3,0,0
9/15,4,0,0
9/15,5,0,0
9/15,6,0,0
9/15,7,0,0
9/15,8,0,0
9/15,9,0,0
9/15,10,0,0
9/15,11,0,0
9/15,12,0,0
9/15,13,0,0
9/15,14,48,48
9/15,15,250,250
9/15,16,471,471
9/15,17,665,665
9/15,18,813,813
9/15,19,904,904
9/15,20,926,926
9/15,21,880,880
9/15,22,769,769
9/15,23,602,602
9/16,0,395,395
9/16,1,173,173
9/16,2,7,7
9/16,3,0,0
9/16,4,0,0
9/16,5,0,0
9/16,6,0,0
9/16,7,0,0
9/16,8,0,0
9/16,9,0,0
9/16,10,0,0
9/16,11,0,0
9/16,12,0,0
9/16,13,0,0
9/16,14,47,47
9/16,15,253,253
9/16,16,474,474
9/16,17,669,669
9/16,18,819,819
9/16,19,908,908
9/16,20,930,930
9/16,21,885,885
9/16,22,774,774
9/16,23,607,607
9/17,0,399,399
9/17,1,173,173
9/17,2,6,6
9/17,3,0,0
9/17,4,0,0
9/17,5,0,0
9/17,6,0,0
9/17,7,0,0
9/17,8,0,0
9/17,9,0,0
9/17,10,0,0
9/17,11,0,0
9/17,12,0,0
9/17,13,0,0
9/17,14,48,48
9/17,15,259,259
9/17,16,484,484
9/17,17,681,681
9/17,18,830,830
9/17,19,919,919
9/17,20,939,939
9/17,21,890,890
9/17,22,774,774
9/17,23,603,603
9/18,0,392,392
9/18,1,167,167
9/18,2,5,5
9/18,3,0,0
9/18,4,0,0
9/18,5,0,0
9/18,6,0,0
9/18,7,0,0
9/18,8,0,0
9/18,9,0,0
9/18,10,0,0
9/18,11,0,0
9/18,12,0,0
9/18,13,0,0
9/18,14,44,44
9/18,15,252,252
9/18,16,476,476
9/18,17,672,672
9/18,18,819,819
9/18,19,905,905
9/18,20,925,925
9/18,21,876,876
9/18,22,762,762
9/18,23,592,592
9/19,0,382,382
9/19,1,159,159
9/19,2,3,3
9/19,3,0,0
9/19,4,0,0
9/19,5,0,0
9/19,6,0,0
9/19,7,0,0
9/19,8,0,0
9/19,9,0,0
9/19,10,0,0
9/19,11,0,0
9/19,12,0,0
9/19,13,0,0
9/19,14,39,39
9/19,15,240,240
9/19,16,464,464
9/19,17,659,659
9/19,18,808,808
9/19,19,896,896
9/19,20,916,916
9/19,21,866,866
9/19,22,752,752
9/19,23,583,583
9/20,0,372,372
9/20,1,149,149
9/20,2,2,2
9/20,3,0,0
9/20,4,0,0
9/20,5,0,0
9/20,6,0,0
9/20,7,0,0
9/20,8,0,0
9/20,9,0,0
9/20,10,0,0
9/20,11,0,0
9/20,12,0,0
9/20,13,0,0
9/20,14,37,37
9/20,15,236,236
9/20,16,458,458
9/20,17,652,652
9/20,18,798,798
9/20,19,883,883
9/20,20,901,901
9/20,21,851,851
9/20,22,736,736
9/20,23,566,566
9/21,0,358,358
9/21,1,140,140
9/21,2,2,2
9/21,3,0,0
9/21,4,0,0
9/21,5,0,0
9/21,6,0,0
9/21,7,0,0
9/21,8,0,0
9/21,9,0,0
9/21,10,0,0
9/21,11,0,0
9/21,12,0,0
9/21,13,0,0
9/21,14,36,36
9/21,15,237,237
9/21,16,460,460
9/21,17,656,656
9/21,18,806,806
9/21,19,894,894
9/21,20,914,914
9/21,21,863,863
9/21,22,745,745
9/21,23,572,572
9/22,0,362,362
9/22,1,141,141
9/22,2,0,0
9/22,3,0,0
9/22,4,0,0
9/22,5,0,0
9/22,6,0,0
9/22,7,0,0
9/22,8,0,0
9/22,9,0,0
9/22,10,0,0
9/22,11,0,0
9/22,12,0,0
9/22,13,0,0
9/22,14,34,34
9/22,15,224,224
9/22,16,437,437
9/22,17,624,624
9/22,18,768,768
9/22,19,851,851
9/22,20,869,869
9/22,21,821,821
9/22,22,709,709
9/22,23,545,545
9/23,0,342,332
9/23,1,130,130
9/23,2,0,0
9/23,3,0,0
9/23,4,0,0
9/23,5,0,0
9/23,6,0,0
9/23,7,0,0
9/23,8,0,0
9/23,9,0,0
9/23,10,0,0
9/23,11,0,0
9/23,12,0,0
9/23,13,0,0
9/23,14,31,31
9/23,15,220,220
9/23,16,433,433
9/23,17,621,621
9/23,18,764,764
9/23,19,848,848
9/23,20,867,867
9/23,21,819,819
9/23,22,707,707
9/23,23,541,541
9/24,0,338,338
9/24,1,125,125
9/24,2,0,0
9/24,3,0,0
9/24,4,0,0
9/24,5,0,0
9/24,6,0,0
9/24,7,0,0
9/24,8,0,0
9/24,9,0,0
9/24,10,0,0
9/24,11,0,0
9/24,12,0,0
9/24,13,0,0
9/24,14,30,26
9/24,15,224,164
9/24,16,442,442
9/24,17,635,635
9/24,18,781,781
9/24,19,865,865
9/24,20,883,883
9/24,21,831,831
9/24,22,715,715
9/24,23,545,545
9/25,0,338,338
9/25,1,122,122
9/25,2,0,0
9/25,3,0,0
9/25,4,0,0
9/25,5,0,0
9/25,6,0,0
9/25,7,0,0
9/25,8,0,0
9/25,9,0,0
9/25,10,0,0
9/25,11,0,0
9/25,12,0,0
9/25,13,0,0
9/25,14,28,28
9/25,15,213,213
9/25,16,426,426
9/25,17,615,615
9/25,18,760,760
9/25,19,844,844
9/25,20,863,863
9/25,21,813,813
9/25,22,699,699
9/25,23,531,531
9/26,0,327,327
9/26,1,115,115
9/26,2,0,0
9/26,3,0,0
9/26,4,0,0
9/26,5,0,0
9/26,6,0,0
9/26,7,0,0
9/26,8,0,0
9/26,9,0,0
9/26,10,0,0
9/26,11,0,0
9/26,12,0,0
9/26,13,0,0
9/26,14,27,27
9/26,15,215,215
9/26,16,430,430
9/26,17,622,596
9/26,18,765,765
9/26,19,850,850
9/26,20,866,866
9/26,21,818,818
9/26,22,701,700
9/26,23,530,469
9/27,0,323,288
9/27,1,110,97
9/27,2,0,0
9/27,3,0,0
9/27,4,0,0
9/27,5,0,0
9/27,6,0,0
9/27,7,0,0
9/27,8,0,0
9/27,9,0,0
9/27,10,0,0
9/27,11,0,0
9/27,12,0,0
9/27,13,0,0
9/27,14,26,26
9/27,15,212,212
9/27,16,427,420
9/27,17,617,617
9/27,18,762,728
9/27,19,845,841
9/27,20,860,853
9/27,21,810,771
9/27,22,694,679
9/27,23,524,502
9/28,0,318,318
9/28,1,107,102
9/28,2,0,0
9/28,3,0,0
9/28,4,0,0
9/28,5,0,0
9/28,6,0,0
9/28,7,0,0
9/28,8,0,0
9/28,9,0,0
9/28,10,0,0
9/28,11,0,0
9/28,12,0,0
9/28,13,0,0
9/28,14,25,22
9/28,15,209,194
9/28,16,424,294
9/28,17,613,486
9/28,18,753,675
9/28,19,835,830
9/28,20,849,840
9/28,21,796,740
9/28,22,682,678
9/28,23,515,515
9/29,0,311,311
9/29,1,103,103
9/29,2,0,0
9/29,3,0,0
9/29,4,0,0
9/29,5,0,0
9/29,6,0,0
9/29,7,0,0
9/29,8,0,0
9/29,9,0,0
9/29,10,0,0
9/29,11,0,0
9/29,12,0,0
9/29,13,0,0
9/29,14,24,21
9/29,15,207,187
9/29,16,421,421
9/29,17,610,610
9/29,18,756,756
9/29,19,838,838
9/29,20,851,851
9/29,21,800,800
9/29,22,684,684
9/29,23,514,514
9/30,0,310,310
9/30,1,99,99
9/30,2,0,0
9/30,3,0,0
9/30,4,0,0
9/30,5,0,0
9/30,6,0,0
9/30,7,0,0
9/30,8,0,0
9/30,9,0,0
9/30,10,0,0
9/30,11,0,0
9/30,12,0,0
9/30,13,0,0
9/30,14,21,21
9/30,15,205,205
9/30,16,416,416
9/30,17,602,602
9/30,18,740,740
9/30,19,820,820
9/30,20,834,834
9/30,21,781,781
9/30,22,665,665
9/30,23,498,498
10/1,0,295,295
10/1,1,91,91
10/1,2,0,0
10/1,3,0,0
10/1,4,0,0
10/1,5,0,0
10/1,6,0,0
10/1,7,0,0
10/1,8,0,0
10/1,9,0,0
10/1,10,0,0
10/1,11,0,0
10/1,12,0,0
10/1,13,0,0
10/1,14,19,19
10/1,15,191,191
10/1,16,397,397
10/1,17,579,579
10/1,18,717,717
10/1,19,797,797
10/1,20,811,811
10/1,21,760,760
10/1,22,648,648
10/1,23,484,484
10/2,0,286,286
10/2,1,86,83
10/2,2,0,0
10/2,3,0,0
10/2,4,0,0
10/2,5,0,0
10/2,6,0,0
10/2,7,0,0
10/2,8,0,0
10/2,9,0,0
10/2,10,0,0
10/2,11,0,0
10/2,12,0,0
10/2,13,0,0
10/2,14,18,11
10/2,15,189,189
10/2,16,394,394
10/2,17,577,536
10/2,18,715,459
10/2,19,796,132
10/2,20,814,212
10/2,21,762,306
10/2,22,650,462
10/2,23,485,485
10/3,0,284,284
10/3,1,83,83
10/3,2,0,0
10/3,3,0,0
10/3,4,0,0
10/3,5,0,0
10/3,6,0,0
10/3,7,0,0
10/3,8,0,0
10/3,9,0,0
10/3,10,0,0
10/3,11,0,0
10/3,12,0,0
10/3,13,0,0
10/3,14,17,13
10/3,15,186,37
10/3,16,392,48
10/3,17,574,81
10/3,18,702,185
10/3,19,780,137
10/3,20,797,207
10/3,21,744,250
10/3,22,631,206
10/3,23,468,105
10/4,0,269,59
10/4,1,74,20
10/4,2,0,0
10/4,3,0,0
10/4,4,0,0
10/4,5,0,0
10/4,6,0,0
10/4,7,0,0
10/4,8,0,0
10/4,9,0,0
10/4,10,0,0
10/4,11,0,0
10/4,12,0,0
10/4,13,0,0
10/4,14,16,14
10/4,15,189,139
10/4,16,398,92
10/4,17,584,297
10/4,18,723,603
10/4,19,802,795
10/4,20,816,655
10/4,21,758,487
10/4,22,640,276
10/4,23,472,233
10/5,0,270,218
10/5,1,71,43
10/5,2,0,0
10/5,3,0,0
10/5,4,0,0
10/5,5,0,0
10/5,6,0,0
10/5,7,0,0
10/5,8,0,0
10/5,9,0,0
10/5,10,0,0
10/5,11,0,0
10/5,12,0,0
10/5,13,0,0
10/5,14,15,15
10/5,15,182,182
10/5,16,391,391
10/5,17,577,577
10/5,18,722,722
10/5,19,802,802
10/5,20,817,813
10/5,21,761,761
10/5,22,642,642
10/5,23,472,472
10/6,0,270,270
10/6,1,70,57
10/6,2,0,0
10/6,3,0,0
10/6,4,0,0
10/6,5,0,0
10/6,6,0,0
10/6,7,0,0
10/6,8,0,0
10/6,9,0,0
10/6,10,0,0
10/6,11,0,0
10/6,12,0,0
10/6,13,0,0
10/6,14,15,10
10/6,15,184,109
10/6,16,390,267
10/6,17,576,322
10/6,18,717,591
10/6,19,799,634
10/6,20,815,669
10/6,21,763,763
10/6,22,647,647
10/6,23,478,478
10/7,0,274,274
10/7,1,70,70
10/7,2,0,0
10/7,3,0,0
10/7,4,0,0
10/7,5,0,0
10/7,6,0,0
10/7,7,0,0
10/7,8,0,0
10/7,9,0,0
10/7,10,0,0
10/7,11,0,0
10/7,12,0,0
10/7,13,0,0
10/7,14,13,13
10/7,15,186,186
10/7,16,398,398
10/7,17,586,586
10/7,18,726,583
10/7,19,807,674
10/7,20,820,580
10/7,21,763,750
10/7,22,645,613
10/7,23,473,466
10/8,0,266,266
10/8,1,64,60
10/8,2,0,0
10/8,3,0,0
10/8,4,0,0
10/8,5,0,0
10/8,6,0,0
10/8,7,0,0
10/8,8,0,0
10/8,9,0,0
10/8,10,0,0
10/8,11,0,0
10/8,12,0,0
10/8,13,0,0
10/8,14,12,12
10/8,15,180,180
10/8,16,390,390
10/8,17,576,576
10/8,18,715,715
10/8,19,795,795
10/8,20,807,807
10/8,21,754,754
10/8,22,635,635
10/8,23,464,464
10/9,0,259,259
10/9,1,60,60
10/9,2,0,0
10/9,3,0,0
10/9,4,0,0
10/9,5,0,0
10/9,6,0,0
10/9,7,0,0
10/9,8,0,0
10/9,9,0,0
10/9,10,0,0
10/9,11,0,0
10/9,12,0,0
10/9,13,0,0
10/9,14,10,10
10/9,15,167,167
10/9,16,377,377
10/9,17,567,567
10/9,18,714,714
10/9,19,794,794
10/9,20,806,806
10/9,21,748,748
10/9,22,629,629
10/9,23,456,456
10/10,0,252,252
10/10,1,56,56
10/10,2,0,0
10/10,3,0,0
10/10,4,0,0
10/10,5,0,0
10/10,6,0,0
10/10,7,0,0
10/10,8,0,0
10/10,9,0,0
10/10,10,0,0
10/10,11,0,0
10/10,12,0,0
10/10,13,0,0
10/10,14,10,5
10/10,15,164,153
10/10,16,371,357
10/10,17,557,557
10/10,18,700,700
10/10,19,778,778
10/10,20,789,789
10/10,21,735,735
10/10,22,617,617
10/10,23,446,446
10/11,0,244,244
10/11,1,52,52
10/11,2,0,0
10/11,3,0,0
10/11,4,0,0
10/11,5,0,0
10/11,6,0,0
10/11,7,0,0
10/11,8,0,0
10/11,9,0,0
10/11,10,0,0
10/11,11,0,0
10/11,12,0,0
10/11,13,0,0
10/11,14,9,4
10/11,15,164,71
10/11,16,368,229
10/11,17,553,499
10/11,18,699,699
10/11,19,778,778
10/11,20,790,790
10/11,21,734,734
10/11,22,615,615
10/11,23,445,445
10/12,0,242,242
10/12,1,49,49
10/12,2,0,0
10/12,3,0,0
10/12,4,0,0
10/12,5,0,0
10/12,6,0,0
10/12,7,0,0
10/12,8,0,0
10/12,9,0,0
10/12,10,0,0
10/12,11,0,0
10/12,12,0,0
10/12,13,0,0
10/12,14,8,8
10/12,15,154,154
10/12,16,354,330
10/12,17,534,534
10/12,18,676,551
10/12,19,750,662
10/12,20,761,709
10/12,21,699,699
10/12,22,583,583
10/12,23,419,346
10/13,0,223,145
10/13,1,42,37
10/13,2,0,0
10/13,3,0,0
10/13,4,0,0
10/13,5,0,0
10/13,6,0,0
10/13,7,0,0
10/13,8,0,0
10/13,9,0,0
10/13,10,0,0
10/13,11,0,0
10/13,12,0,0
10/13,13,0,0
10/13,14,6,3
10/13,15,148,62
10/13,16,346,170
10/13,17,527,315
10/13,18,667,551
10/13,19,743,621
10/13,20,756,747
10/13,21,702,702
10/13,22,587,587
10/13,23,422,422
10/14,0,225,225
10/14,1,40,40
10/14,2,0,0
10/14,3,0,0
10/14,4,0,0
10/14,5,0,0
10/14,6,0,0
10/14,7,0,0
10/14,8,0,0
10/14,9,0,0
10/14,10,0,0
10/14,11,0,0
10/14,12,0,0
10/14,13,0,0
10/14,14,6,4
10/14,15,156,127
10/14,16,363,363
10/14,17,550,550
10/14,18,692,692
10/14,19,771,771
10/14,20,782,782
10/14,21,725,725
10/14,22,604,604
10/14,23,432,432
10/15,0,228,228
10/15,1,38,38
10/15,2,0,0
10/15,3,0,0
10/15,4,0,0
10/15,5,0,0
10/15,6,0,0
10/15,7,0,0
10/15,8,0,0
10/15,9,0,0
10/15,10,0,0
10/15,11,0,0
10/15,12,0,0
10/15,13,0,0
10/15,14,7,7
10/15,15,180,180
10/15,16,401,401
10/15,17,604,604
10/15,18,738,738
10/15,19,818,818
10/15,20,829,829
10/15,21,770,770
10/15,22,644,644
10/15,23,464,464
10/16,0,246,246
10/16,1,41,41
10/16,2,0,0
10/16,3,0,0
10/16,4,0,0
10/16,5,0,0
10/16,6,0,0
10/16,7,0,0
10/16,8,0,0
10/16,9,0,0
10/16,10,0,0
10/16,11,0,0
10/16,12,0,0
10/16,13,0,0
10/16,14,6,6
10/16,15,163,163
10/16,16,373,373
10/16,17,558,558
10/16,18,698,698
10/16,19,776,776
10/16,20,786,786
10/16,21,728,728
10/16,22,607,607
10/16,23,435,435
10/17,0,229,229
10/17,1,36,36
10/17,2,0,0
10/17,3,0,0
10/17,4,0,0
10/17,5,0,0
10/17,6,0,0
10/17,7,0,0
10/17,8,0,0
10/17,9,0,0
10/17,10,0,0
10/17,11,0,0
10/17,12,0,0
10/17,13,0,0
10/17,14,5,5
